"","tree_id","species_common","species_scientific","stump_diameter","height","crown_diameter","closest_address","geometry"
"57344",4014137,"Green ash","Fraxinus pennsylvanica",22,66.1455614705678,38.0056792744969,"32-015 33 STREET",c(-73.9241665178133, 40.7607731811055)
"57345",3729937,"Ginkgo","Ginkgo biloba",20,64.024,38.331,"1061 54 STREET",c(-74.0001369123483, 40.6353211412301)
"57346",11535175,"Ginkgo","Ginkgo biloba",3,27.0626,12.3482,"403 AVENUE C",c(-73.9756744798747, 40.6406983506543)
"57347",5789542,"European hornbeam","Carpinus betulus",3,22.6283883232822,15.8245221121526,"1280 EAST 18 STREET",c(-73.9577944034424, 40.6191191341097)
"57348",2507924,"Hawthorn","Crataegus",4,19.555920885986,11.3087243460844,"25-10 BESSEMUND AVENUE",c(-73.7636329844755, 40.6033263285995)
"57349",14668629,"Goldenrain tree","Koelreuteria paniculata",3,23.8492392151851,12.0888,"85-011 104 STREET",c(-73.8445151845586, 40.6983542309103)
"57350",1041556,"Japanese tree lilac","Syringa reticulata",4,16.5986094795158,8.50366448087371,"819 40 STREET",c(-73.9973225591423, 40.6463908308381)
"57351",3727425,"London planetree","Platanus x acerifolia",34,83.5271027516812,56.9029,"1016 STREET JOHN'S PLACE",c(-73.9447946290025, 40.6712123866673)
"57352",4120261,"American basswood","Tilia americana",16,60.3023,29.0994,"241-24 87 AVENUE",c(-73.7250474521081, 40.7305576016144)
"57353",12808662,"Serviceberry","Amelanchier",3,18.8086,11.182,"110-30 SPRINGFIELD BOULEVARD",c(-73.7390374389868, 40.7071937228201)
"57354",2613844,"Pin oak","Quercus palustris",22,77.9326278081381,40.3477,"166 GLENN ROAD",c(-74.1566703064526, 40.5951046807782)
"57355",4625255,"London planetree","Platanus x acerifolia",38,88.6177413342546,60.2605,"1669 85 STREET",c(-74.005060210217, 40.6096874259301)
"57356",1388564,"Callery pear","Pyrus calleryana",28,56.0554,52.9778,"532 EAST 4 STREET",c(-73.9757109919154, 40.6393808604972)
"57357",3079234,"Thornless honeylocust","Gleditsia triacanthos var. inermis",14,54.1473413361007,28.2313,"133-008 117 STREET",c(-73.8222644961161, 40.6724223049589)
"57358",3877213,"London planetree","Platanus x acerifolia",34,83.5271027516812,56.9029,"132-18 133 STREET",c(-73.8115514227017, 40.6874164554119)
"57359",1046666,"Callery pear","Pyrus calleryana",11,28.4032,22.8232,"2 EAST 87 STREET",c(-73.9593377554149, 40.7819556491451)
"57360",4690771,"Silver maple","Acer saccharinum",28,69.4176763918131,45.9520250600156,"154 02 33 AVENUE",c(-73.810473440752, 40.7685553493873)
"57361",4002456,"Red maple","Acer rubrum",29,92.6995065406362,42.0476,"45 CUBA AVENUE",c(-74.1054012065448, 40.5670700704486)
"57362",578985,"Thornless honeylocust","Gleditsia triacanthos var. inermis",9,41.8993010198842,22.0463,"43 WEST 10 STREET",c(-73.997535525307, 40.7343003105887)
"57363",4649116,"London planetree","Platanus x acerifolia",30,78.1474078417684,53.0013,"1862 TROY AVE",c(-73.9335412288376, 40.6267079997466)
"57364",2920817,"Norway maple","Acer platanoides",9,36.6173299177435,23.1775,"634 LEVERETT AVENUE",c(-74.1680592788974, 40.5549128223099)
"57365",4650226,"London planetree","Platanus x acerifolia",25,70.9247922292391,47.3593,"1053 70 STREET",c(-74.0096257905771, 40.6262437221166)
"57366",2635700,"Hophornbeam","Ostrya virginiana",8,47.6503608313697,20.877231108126,"195 FIELDS AVENUE",c(-74.1374543543868, 40.5975694010948)
"57367",13434313,"London planetree","Platanus x acerifolia",3,22.9622571912467,12.4365,"1132 E 104 STREET",c(-73.8910806398016, 40.6431416072579)
"57368",15262405,"Amur maackia","Maackia amurensis",3,22.1455056861358,12.3539,"1677 E 45 STREET",c(-73.9318191590635, 40.6197324755968)
"57369",3662539,"London planetree","Platanus x acerifolia",28,75.3315907697914,50.8465,"923 ONDERDONK AVENUE",c(-73.9021878985028, 40.7010197334413)
"57370",3348046,"Callery pear","Pyrus calleryana",8,23.5234,17.5018,"163 RODNEY STREET",c(-73.960015860508, 40.705020535367)
"57371",2254575,"Apple","Malus",15,24.3167992497799,26.1542784634766,"635 REVERE AVENUE",c(-73.8225841165606, 40.8246632729121)
"57372",4005119,"Japanese flowering cherry","Prunus serrulata",18,61.1307,30.6358,"177-14 137 AVENUE",c(-73.7619570504082, 40.6744103478284)
"57373",6352404,"London planetree","Platanus x acerifolia",3,22.9622571912467,12.4365,"84-004 FOREST PARKWAY",c(-73.8623680620643, 40.6959505870273)
"57374",2501448,"Red maple","Acer rubrum",14,61.5963662353135,30.8756,"150-07 58 AVENUE",c(-73.8179796252986, 40.7432251645604)
"57375",10101854,"Callery pear","Pyrus calleryana",11,28.4032,22.8232,"179-30 149 AVENUE",c(-73.7667101429404, 40.6584948273053)
"57376",2406994,"Callery pear","Pyrus calleryana",5,18.6436,12.1804,"854 EAST 26 STREET",c(-73.9513100745175, 40.6297910626392)
"57377",2259879,"Pin oak","Quercus palustris",20,73.5456019919823,37.8259,"3616 IRWIN AVENUE",c(-73.9041475875165, 40.885695069245)
"57378",572630,"Northern red oak","Quercus rubra",43,90.4933,61.9197,"1803 STILLWELL AVENUE",c(-73.8342035980632, 40.8582648726557)
"57379",4149741,"Japanese pagoda tree","Styphnolobium japonicum",12,49.513225689677,25.9637,"94-04 214 PLACE",c(-73.7437169332037, 40.7180872636218)
"57380",3996438,"Norway maple","Acer platanoides",11,40.1051885688552,26.4147,"261-01 EAST WILLISTON AVENUE",c(-73.706669319433, 40.7359194482104)
"57381",3727638,"Callery pear","Pyrus calleryana",14,33.283,28.1446,"80 STREET JAMES PLACE",c(-73.9646272878365, 40.6875927691069)
"57382",1042250,"Norway maple","Acer platanoides",14,44.7391337160695,30.8595,"1855 MADISON STREET",c(-73.9050485308004, 40.7030807042926)
"57383",1395515,"Thornless honeylocust","Gleditsia triacanthos var. inermis",12,49.513225689677,25.9637,"31-73 36 STREET",c(-73.9209070251115, 40.760683157582)
"57384",4697395,"Callery pear","Pyrus calleryana",9,25.15,19.2756,"26-19 160 STREET",c(-73.8037281248601, 40.7727435179548)
"57385",4699921,"Norway maple","Acer platanoides",8,34.713157543063,21.4767,"97-10 134 ROAD",c(-73.8389600944846, 40.6749967865556)
"57386",4705385,"Black cherry","Prunus serotina",16,65.055,29.2109,"45-35 PARSONS BOULEVARD",c(-73.8142262133892, 40.7549667188643)
"57387",3651940,"Callery pear","Pyrus calleryana",8,23.5234,17.5018,"67-22 JUNO STREET",c(-73.8563586016455, 40.716718391366)
"57388",10565181,"Littleleaf linden","Tilia cordata",3,11.7073395171666,4.98635878004761,"78 HAWTHORNE STREET",c(-73.9579071659469, 40.6573622892565)
"57389",17358107,"Holly","Ilex",2,11.4023,11.4023,"1594 EAST 2 STREET",c(-73.9722746339901, 40.6107848561094)
"57390",3998623,"Littleleaf linden","Tilia cordata",10,28.9642429134116,22.6256439389465,"253-30 87 DRIVE",c(-73.7118265709762, 40.7282196669571)
"57391",12160464,"Japanese tree lilac","Syringa reticulata",3,15.8824903068222,7.5760566536646,"66-039 GRAY STREET",c(-73.8775556336236, 40.7146568664447)
"57392",1420690,"Thornless honeylocust","Gleditsia triacanthos var. inermis",11,47.0748277900302,24.7267,"83 MAUJER STREET",c(-73.9476981861895, 40.7105243389916)
"57393",6404417,"European hornbeam","Carpinus betulus",3,22.6283883232822,15.8245221121526,"120-32 225 STREET",c(-73.7387552952344, 40.6880729498678)
"57394",4604206,"London planetree","Platanus x acerifolia",9,41.1903395815278,23.5929,"1950 MULFORD AVENUE",c(-73.8347348079658, 40.851071758359)
"57395",4023320,"Pin oak","Quercus palustris",8,42.1355799485661,20.8471,"7601 5 AVENUE",c(-74.0230241670767, 40.6285721461512)
"57396",3742401,"Sycamore maple","Acer pseudoplatanus",3,23.9855276980331,12.8836760312403,"110-27 199 STREET",c(-73.7581132794468, 40.7054320717858)
"57397",4659854,"Serviceberry","Amelanchier",1,11.819,7.4494,"1022 THOMAS S BOYLAND STREET",c(-73.9099998775348, 40.6553969644642)
"57398",2422433,"Callery pear","Pyrus calleryana",4,17.017,10.4066,"411 LOGAN STREET",c(-73.8763682826866, 40.6760668665532)
"57399",2117646,"Pin oak","Quercus palustris",6,35.3751848483122,17.7093,"152 EAST 118 STREET",c(-73.9403717993265, 40.7998183432)
"57400",4642779,"Green ash","Fraxinus pennsylvanica",23,67.6366739022378,39.0465054998604,"1852 KIMBALL STREET",c(-73.930975133575, 40.6138581136235)
"57401",2419183,"Thornless honeylocust","Gleditsia triacanthos var. inermis",13,51.8677187405179,27.1319,"2837 W 31 STREET",c(-73.9976997419809, 40.5763931001556)
"57402",1453234,"Pin oak","Quercus palustris",28,90.237683928597,47.3851,"23-11 28 STREET",c(-73.914957686751, 40.7752013475357)
"57403",4012246,"Callery pear","Pyrus calleryana",14,33.283,28.1446,"81-36 264 STREET",c(-73.7063828873481, 40.7427806363693)
"57404",3655774,"Japanese zelkova","Zelkova serrata",8,38.0456693586697,20.7562,"140 CASALS PLACE",c(-73.8252621555615, 40.8794544877538)
"57405",4663627,"Silver linden","Tilia tomentosa",12,37.8050641086042,23.5508,"128-20 SUTTER AVENUE",c(-73.8097742601467, 40.6720784469139)
"57406",16960271,"Eastern redbud","Cercis canadensis",3,22.1455056861358,12.3539,"127-14 SIDWAY PLACE",c(-73.7634761493107, 40.6821592606332)
"57407",3995363,"Japanese flowering cherry","Prunus serrulata",4,24.6579,13.2772,"113-18 199 STREET",c(-73.7558951569293, 40.7004977716312)
"57408",1401544,"American sycamore","Platanus occidentalis",31,96.0254967271102,47.3985448843996,"1378 EAST 55 STREET",c(-73.9224894133103, 40.6230614864787)
"57409",4697456,"Japanese pagoda tree","Styphnolobium japonicum",8,39.1307213513204,20.6029,"437 37 STREET",c(-74.0040255780496, 40.6531511919902)
"57410",4621036,"London planetree","Platanus x acerifolia",28,75.3315907697914,50.8465,"1140 65 STREET",c(-74.0049715387714, 40.6280555788357)
"57411",3864786,"Eastern redbud","Cercis canadensis",5,29.7883615251004,15.8599,"114-33 122 STREET",c(-73.8174883973749, 40.6788321244781)
"57412",1049936,"Silver maple","Acer saccharinum",38,80.0142770202733,54.5707076744518,"67-06 171 STREET",c(-73.7984421419118, 40.7346893653539)
"57413",14873387,"Hardy rubber tree","Eucommia ulmoides",5,NA,NA,"25 SUMPTER STREET",c(-73.9261735971519, 40.6792990328986)
"57414",3975241,"Norway maple","Acer platanoides",10,38.4090105252715,24.8235,"115-22 121 STREET",c(-73.8174367161845, 40.6766389633315)
"57415",3991568,"Pin oak","Quercus palustris",24,82.1657808041693,42.7815,"179-20 137 AVENUE",c(-73.7588050234612, 40.6757350039719)
"57416",2589118,"White oak","Quercus alba",32,90.4744,54.9569,"29 LAKEVIEW TER",c(-74.0815219359637, 40.604048262976)
"57417",10754273,"Amur maackia","Maackia amurensis",3,22.1455056861358,12.3539,"802 MAPLE STREET",c(-73.9333983402335, 40.6615941400586)
"57418",4686561,"Sycamore maple","Acer pseudoplatanus",7,37.9015299932979,20.8561719189428,"151-07 20 AVENUE",c(-73.8115138524153, 40.781070344008)
"57419",4143276,"London planetree","Platanus x acerifolia",32,80.8766315788498,55.0201,"133-07 LEFFERTS BOULEVARD",c(-73.820398157741, 40.6720378819427)
"57420",1394386,"Purple leaf plum","Prunus cerasifera",8,39.1027,19.5448,"800 STAFFORD AVENUE",c(-74.2049328568147, 40.5403218781636)
"57421",4631361,"Japanese snowbell","Styrax japonicus",4,28.8937,13.8843641361093,"109-16 164 PLACE",c(-73.7881971101185, 40.6952588408466)
"57422",2547406,"Pin oak","Quercus palustris",20,73.5456019919823,37.8259,"3592 GREYSTONE AVENUE",c(-73.9059633416669, 40.8855126681778)
"57423",2407035,"London planetree","Platanus x acerifolia",21,64.6431073461329,42.2337,"345 WEBSTER AVENUE",c(-73.9682873869218, 40.634034952301)
"57424",4635000,"Thornless honeylocust","Gleditsia triacanthos var. inermis",16,58.5107497863377,30.2237,"119 CHAUNCEY STREET",c(-73.9306504283056, 40.6802542554587)
"57425",1399597,"Callery pear","Pyrus calleryana",11,28.4032,22.8232,"306 FT WASHINGTON AVENUE",c(-73.9404682250091, 40.8454685333233)
"57426",4680096,"Japanese tree lilac","Syringa reticulata",3,15.8824903068222,7.5760566536646,"160-19 83 STREET",c(-73.8486728837102, 40.6556510232397)
"57427",3732867,"Norway maple","Acer platanoides",13,43.2608486894137,29.4327,"129-07 154 STREET",c(-73.784463171578, 40.6734171833848)
"57428",4704837,"Pin oak","Quercus palustris",38,108.645319436572,57.3541,"137- HOLLY AVENUE",c(-73.8208811190347, 40.749929659939)
"57429",4856820,"Eastern redbud","Cercis canadensis",3,22.1455056861358,12.3539,"131 RUGBY AVENUE",c(-74.0981880584436, 40.6159119669696)
"57430",1210121,"Japanese pagoda tree","Styphnolobium japonicum",10,44.5414576463285,23.4209,"53 RUTLAND ROAD",c(-73.9587387731067, 40.6588996677384)
"57431",2512388,"Thornless honeylocust","Gleditsia triacanthos var. inermis",15,56.3595857380083,29.2619,"43-22 72 STREET",c(-73.8925080207245, 40.7412849741643)
"57432",2927326,"London planetree","Platanus x acerifolia",31,79.5223245401372,54.0277,"243 EDISON STREET",c(-74.1109506097953, 40.5753267132675)
"57433",3128055,"Callery pear","Pyrus calleryana",16,36.5362,31.6922,"643 LAMOKA AVENUE",c(-74.1730175531027, 40.5477195343554)
"57434",4663470,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"121-01 SUTPHIN BOULEVARD",c(-73.7905864440342, 40.6773919578482)
"57435",3638072,"Japanese flowering cherry","Prunus serrulata",9,42.2109,20.9482,"143-34 FRANKLIN AVENUE",c(-73.821116260695, 40.7577909941504)
"57436",1402159,"Callery pear","Pyrus calleryana",17,38.1628,33.466,"707 WEST 192 STREET",c(-73.932185970795, 40.8578727690308)
"57437",3752968,"London planetree","Platanus x acerifolia",22,66.2625897610565,43.5661,"311 EAST 7 STREET",c(-73.9728984994409, 40.6443428042606)
"57438",2246010,"Thornless honeylocust","Gleditsia triacanthos var. inermis",9,41.8993010198842,22.0463,"1465 BURKE AVENUE",c(-73.845340475874, 40.872711976558)
"57439",15118691,"London planetree","Platanus x acerifolia",3,22.9622571912467,12.4365,"2142 BAY RIDGE PKWY",c(-73.988442701154, 40.6088250906814)
"57440",2150014,"Ginkgo","Ginkgo biloba",13,53.3966,29.2562,"81 BEDFORD STREET",c(-74.0050333929417, 40.731687220903)
"57441",3738310,"Japanese pagoda tree","Styphnolobium japonicum",26,77.5559204740338,36.0577,"39 MAPLE STREET",c(-73.9593290267075, 40.6602777576019)
"57442",3915289,"Pin oak","Quercus palustris",32,97.8681197273125,51.6367,"104-14 126 STREET",c(-73.8183827300723, 40.6880203113965)
"57443",2265451,"London planetree","Platanus x acerifolia",18,59.5543140906783,38.0325,"3935 BLACKSTONE AVENUE",c(-73.9114253940811, 40.8901088512877)
"57444",13921947,"Thornless honeylocust","Gleditsia triacanthos var. inermis",3,22.1455056861358,12.3539,"1917 AVENUE O",c(-73.9543870829423, 40.6134827720911)
"57445",2487097,"Littleleaf linden","Tilia cordata",13,32.7247886253034,26.4695165412332,"22-01 49 STREET",c(-73.9002328297088, 40.7687256757215)
"57446",4145194,"London planetree","Platanus x acerifolia",26,72.4199307836137,48.5557,"130-08 LEFFERTS BOULEVARD",c(-73.819827230303, 40.6738705031959)
"57447",4596452,"American hornbeam","Carpinus caroliniana",3,22.9506775479271,16.4129702694662,"7706 COLONIAL ROAD",c(-74.0338368271823, 40.6310974232447)
"57448",4149823,"Littleleaf linden","Tilia cordata",15,34.7758959474583,28.5660726913284,"107-20 106 STREET",c(-73.8343527527312, 40.6808091765174)
"57449",5558657,"Thornless honeylocust","Gleditsia triacanthos var. inermis",10,44.5414576463285,23.4209,"9801 SHORE ROAD",c(-74.0373618130877, 40.6145013232567)
"57450",572003,"Callery pear","Pyrus calleryana",8,23.5234,17.5018,"1284 GRANT AVENUE",c(-73.914100602356, 40.8350576940931)
"57451",4121125,"Japanese flowering cherry","Prunus serrulata",10,45.1179,22.2862,"84-29 60 AVENUE",c(-73.875735989916, 40.7290539338788)
"57452",13063406,"American basswood","Tilia americana",4,26.4935,12.1254,"1887 CORNELIA STREET",c(-73.9028776763448, 40.7028538221297)
"57453",4622831,"Littleleaf linden","Tilia cordata",14,33.7870004225744,27.5552650304602,"135-05 COOLIDGE AVENUE",c(-73.8229295161007, 40.7152308255817)
"57454",15957933,"Northern red oak","Quercus rubra",3,25.1573,11.7717,"313 EDGECOMBE AVENUE",c(-73.9427337998743, 40.8251917509606)
"57455",4023384,"London planetree","Platanus x acerifolia",19,61.2918629697943,39.4669,"73-04 173 STREET",c(-73.7968900005137, 40.7289528302338)
"57456",4146295,"Silver maple","Acer saccharinum",20,59.3596470938697,38.0232455151944,"58-11 146 STREET",c(-73.8219537924756, 40.7442469359015)
"57457",2603562,"Littleleaf linden","Tilia cordata",7,23.8519139394545,17.4000350027945,"300 RICHMOND TER",c(-74.0847281508364, 40.6474685438616)
"57458",2641967,"Callery pear","Pyrus calleryana",11,28.4032,22.8232,"294 HILLSIDE TERRACE",c(-74.1423190640949, 40.5451321526156)
"57459",2942889,"Callery pear","Pyrus calleryana",16,36.5362,31.6922,"412 BEACH 129 STREET",c(-73.8492946657882, 40.5782375976169)
"57460",2504888,"Littleleaf linden","Tilia cordata",15,34.7758959474583,28.5660726913284,"302 WARWICK AVENUE",c(-73.750517798779, 40.7785802290802)
"57461",2909452,"Purple leaf plum","Prunus cerasifera",6,32.2827,16.5418,"32-15 23 ROAD",c(-73.9131802933355, 40.7732100866701)
"57462",2636853,"London planetree","Platanus x acerifolia",21,64.6431073461329,42.2337,"119 AMSTERDAM AVENUE",c(-74.1663070152785, 40.6027299240948)
"57463",4687342,"Japanese zelkova","Zelkova serrata",11,45.4731186637202,25.7287,"60-35 70 STREET",c(-73.8889098255942, 40.72200513148)
"57464",1393657,"Callery pear","Pyrus calleryana",8,23.5234,17.5018,"2912 HASKIN STREET",c(-73.8287050253402, 40.8344409818627)
"57465",4695161,"Callery pear","Pyrus calleryana",4,17.017,10.4066,"96-30 149 AVENUE",c(-73.8386989199178, 40.6711894111947)
"57466",10937233,"Siberian elm","Ulmus pumila",20,65.4863999507207,36.3881,"20 UNDERHILL AVENUE",c(-73.8569130457669, 40.8062829035036)
"57467",5792365,"Japanese pagoda tree","Styphnolobium japonicum",13,51.8677187405179,27.1319,"227 W 11 STREET",c(-74.0024320747511, 40.7363506420437)
"57468",1446729,"Silver maple","Acer saccharinum",40,81.9465103863017,56.1692944067998,"1416 DAHILL ROAD",c(-73.974992997461, 40.6131048307763)
"57469",3751160,"London planetree","Platanus x acerifolia",29,76.7508646321871,51.9409,"530 EAST 38 STREET",c(-73.940973616728, 40.642497333263)
"57470",3727721,"Norway maple","Acer platanoides",13,43.2608486894137,29.4327,"138-02 232 STREET",c(-73.7408945701623, 40.6701790403539)
"57471",4623589,"Japanese zelkova","Zelkova serrata",4,25.8064598463073,13.4906,"24-39 97 STREET",c(-73.8728021489445, 40.7652375361134)
"57472",2412283,"Japanese pagoda tree","Styphnolobium japonicum",14,54.1473413361007,28.2313,"1944 EAST 12 STREET",c(-73.9604772698462, 40.6020255060686)
"57473",2557512,"Thornless honeylocust","Gleditsia triacanthos var. inermis",11,47.0748277900302,24.7267,"3081 VILLA AVENUE",c(-73.8879286861228, 40.8742405857469)
"57474",3367819,"Green ash","Fraxinus pennsylvanica",12,48.8073387058217,26.293618357632,"34-02 61 STREET",c(-73.9008284833377, 40.7517718979536)
"57475",6330393,"Norway maple","Acer platanoides",9,36.6173299177435,23.1775,"1 LAUREL AVENUE",c(-74.0859719519841, 40.6199318961664)
"57476",2419405,"Ginkgo","Ginkgo biloba",12,51.3536,27.7742,"283 LINCOLN AVENUE",c(-73.8692233107956, 40.6831871519955)
"57477",4139592,"Maple","Acer",19,66.212127648712,36.8248,"60-63 84 STREET",c(-73.8747077858458, 40.7270903170536)
"57478",4151635,"Flowering dogwood","Cornus florida",4,21.2120943155395,15.7998641911852,"12-29 154 STREET",c(-73.8069972232502, 40.7908478642576)
"57479",1046539,"Japanese tree lilac","Syringa reticulata",7,18.0854550323924,10.645986054762,"60-51 GATES AVENUE",c(-73.899536252107, 40.7087714145757)
"57480",1051197,"Pin oak","Quercus palustris",37,106.898202071014,56.4562,"204-05 115 AVENUE",c(-73.7499682356958, 40.6989616979418)
"57481",13837735,"American basswood","Tilia americana",3,22.5802,10.4574,"154-08 24 AVENUE",c(-73.8088939770941, 40.7767375702262)
"57482",4689840,"Silver maple","Acer saccharinum",19,57.9599939522074,36.9410981169882,"77-23 65 STREET",c(-73.8886904395848, 40.6978372638755)
"57483",2550464,"Pin oak","Quercus palustris",34,101.542208863745,53.6305,"990 PELHAM PARKWAY",c(-73.8603542467694, 40.8568036247492)
"57484",12290200,"Eastern redcedar","Juniperus virginiana",1,9.60323479952546,4.9833,"71 VIRGINIA AVENUE",c(-74.0694901782673, 40.6145110943198)
"57485",4118367,"London planetree","Platanus x acerifolia",25,70.9247922292391,47.3593,"87-25 CHEVY CHASE STREET",c(-73.7760182050796, 40.7180228879368)
"57486",4639172,"Dawn redwood","Metasequoia glyptostroboides",12,31.9157148775118,13.3490943567208,"2067 W 6 STREET",c(-73.9776599980796, 40.5972624172523)
"57487",12591502,"London planetree","Platanus x acerifolia",26,72.4199307836137,48.5557,"65 ROCKLAND AVENUE",c(-74.126935604345, 40.5783898350766)
"57488",13950107,"Elm","Ulmus",5,29.383008246225,15.202,"276 AUTUMN AVENUE",c(-73.8701204904585, 40.6834955829683)
"57489",2098078,"Littleleaf linden","Tilia cordata",19,38.1641272200863,32.0293810398696,"674 10 STREET",c(-73.9784953406026, 40.6645565590967)
"57490",3644651,"Callery pear","Pyrus calleryana",28,56.0554,52.9778,"24-22 43 STREET",c(-73.9083928899233, 40.7679529459271)
"57491",12260093,"American elm","Ulmus americana",4,26.8595065105625,13.672,"346 AVENUE P",c(-73.974115728923, 40.6090807678972)
"57492",3440398,"Norway maple","Acer platanoides",26,59.2354968020132,43.7067,"1725 EAST 46 STREET",c(-73.9306969545037, 40.6181370798168)
"57493",4635603,"Goldenrain tree","Koelreuteria paniculata",11,48.9361146558021,26.3384,"61-27 64 STREET",c(-73.8982678512668, 40.715050320455)
"57494",10342870,"American basswood","Tilia americana",3,22.5802,10.4574,"2069 YATES AVENUE",c(-73.8546287905637, 40.8565111032842)
"57495",2412416,"Atlantic white cedar","Chamaecyparis thyoides",6,21.0608981647662,8.64862007772123,"2048 HOMECREST AVENUE",c(-73.9593983958809, 40.5996014738383)
"57496",3656734,"Japanese pagoda tree","Styphnolobium japonicum",17,60.6061895040538,31.1167,"20-12 36 STREET",c(-73.9041839996315, 40.7776247315416)
"57497",2403459,"London planetree","Platanus x acerifolia",36,86.1055374353291,58.6497,"89 BRIGHTON COURT",c(-73.9640248646947, 40.5878195919313)
"57498",2730534,"London planetree","Platanus x acerifolia",18,59.5543140906783,38.0325,"24 STREET MARKS AVENUE",c(-73.9766117746855, 40.6805335307457)
"57499",4693524,"Red maple","Acer rubrum",13,59.0867128547922,29.5948,"64-46 COOPER AVENUE",c(-73.8901108232443, 40.6981487877154)
"57500",4697275,"London planetree","Platanus x acerifolia",22,66.2625897610565,43.5661,"233 HEWES STREET",c(-73.9562543688455, 40.7045305991196)
"57501",2428144,"Japanese flowering cherry","Prunus serrulata",2,16.2283,9.751,"652 HENDRIX STREET",c(-73.8875941729061, 40.6657168433766)
"57502",2941831,"Tuliptree","Liriodendron tulipifera",14,77.0897562362046,29.8739,"445 STREET ANDREWS ROAD",c(-74.1428188825404, 40.5736034583753)
"57503",12176633,"Crabapple","Malus",3,15.2085130990413,12.2771267145965,"364 MILFORD STREET",c(-73.8760079335134, 40.6701597165754)
"57504",13775552,"Willow oak","Quercus phellos",2,16.4419496305204,8.085,"129 WILLOUGHBY AVENUE",c(-73.9671853754613, 40.6916914687867)
"57505",2943414,"Eastern redbud","Cercis canadensis",7,36.2125683481249,19.0907,"212 MARYLAND AVENUE",c(-74.0688101846544, 40.6117474952047)
"57506",2495932,"Silver linden","Tilia tomentosa",18,44.9657477139811,31.4234,"57-39 65 STREET",c(-73.900403666354, 40.7220842661953)
"57507",2629606,"Red maple","Acer rubrum",8,44.9922628060894,22.1858,"23 HUSSON STREET",c(-74.0956429675114, 40.586764351396)
"57508",3661412,"Japanese pagoda tree","Styphnolobium japonicum",19,64.6476906327177,32.6963,"502 LELAND AVENUE",c(-73.8597798511925, 40.8154702781801)
"57509",4001511,"Japanese maple","Acer palmatum",13,25.0037441968743,28.9011,"22-16 149 STREET",c(-73.8173118822984, 40.7788015460731)
"57510",2241315,"Pin oak","Quercus palustris",17,66.6270327175024,33.8782,"445 WEST 240 STREET",c(-73.904219695568, 40.8883602206849)
"57511",4121261,"Callery pear","Pyrus calleryana",19,41.416,37.0136,"77-12 160 STREET",c(-73.8081191869769, 40.7235923537757)
"57512",4625942,"London planetree","Platanus x acerifolia",28,75.3315907697914,50.8465,"83-20 97 AVENUE",c(-73.8560309676829, 40.6830231845337)
"57513",3741230,"Norway maple","Acer platanoides",8,34.713157543063,21.4767,"65-02 COOPER AVENUE",c(-73.8892161659169, 40.6983181057264)
"57514",3993009,"Callery pear","Pyrus calleryana",19,41.416,37.0136,"263-10 UNION TURNPIKE",c(-73.7084477294759, 40.7484126493905)
"57515",2255863,"Thornless honeylocust","Gleditsia triacanthos var. inermis",17,60.6061895040538,31.1167,"2257 ELLIS AVENUE",c(-73.8491767069818, 40.8329297845926)
"57516",4670912,"London planetree","Platanus x acerifolia",22,66.2625897610565,43.5661,"1321 PROSPECT PLACE",c(-73.9325790598594, 40.6733687610272)
"57517",3987319,"Pin oak","Quercus palustris",34,101.542208863745,53.6305,"188-01 87 DRIVE",c(-73.773442368765, 40.7159373126336)
"57518",2499425,"London planetree","Platanus x acerifolia",30,78.1474078417684,53.0013,"241-05 MAYDA ROAD",c(-73.741504981042, 40.6596404188861)
"57519",4183160,"London planetree","Platanus x acerifolia",19,61.2918629697943,39.4669,"937 EAST 102 STREET",c(-73.89610026734, 40.6453805082702)
"57520",6505736,"Littleleaf linden","Tilia cordata",5,19.0291564302917,12.4704139112808,"115-01 CURZON ROAD",c(-73.8370084419381, 40.705027361115)
"57521",2561032,"Pin oak","Quercus palustris",23,80.0672521871778,41.5756,"2306 BOLLER AVENUE",c(-73.8252588217792, 40.8614602319035)
"57522",2244107,"Peking tree lilac","Syringa pekinensis",15,20.3268789378738,14.4570495791555,"244 KEARNEY AVENUE",c(-73.812166037319, 40.818679744005)
"57523",4020668,"Swamp white oak","Quercus bicolor",8,42.7926,20.0153,"41-63 150 STREET",c(-73.8130038854153, 40.7609428082902)
"57524",4647768,"Green ash","Fraxinus pennsylvanica",21,64.620261202448,36.9461237882182,"89-02 103 AVENUE",c(-73.8500907204812, 40.6806715597349)
"57525",2629827,"Red maple","Acer rubrum",6,38.2833314042634,18.7532,"1187 MASON AVENUE",c(-74.0972031624193, 40.575254078867)
"57526",13349964,"London planetree","Platanus x acerifolia",23,67.8479636601674,44.8645,"138-38 HOOVER AVENUE",c(-73.8192594827103, 40.7144263956605)
"57527",2920102,"Norway maple","Acer platanoides",8,34.713157543063,21.4767,"245 KRAMER AVENUE",c(-74.213991258357, 40.5422651541116)
"57528",2248102,"Red maple","Acer rubrum",13,59.0867128547922,29.5948,"828 CALHOUN AVENUE",c(-73.8260303918446, 40.8277069288302)
"57529",3658914,"Ginkgo","Ginkgo biloba",6,36.3404,17.9078,"2120 WALLACE AVENUE",c(-73.8648581715308, 40.8534000648603)
